,comments
708,Toujours bientôt mais rien à l’horizon Djo pardonnez libéré la carte maintenant
709,"Wave Côte d'Ivoire
cela fait 3 a 4 mois que je coure après vos agents pour juste venir mettre les codes QR dans mon espace (cave) à songon , c'est quoi le souci pourtant je vois les codes QR dans d'autres magasins , kiosques,..."
710,Mais ca ne peux plus dépasser les 2 millions
711,"STOP AUX ARNAQUES.
LES CODES DE 4 CHIFFRES PEUT-IL DEVENIR 5 OU 6 CHIFFRES.
JE VEUX BIEN CALER MON DJÈ"
712,Enfin l'animation du jeune dans les commentaires à été reprises par wave
713,Amen j'ai compris oooh
714,Wave je veux ma carte
715,"Merci beaucoup wave, mon réabonnement Netflix effectué avec succès avec ma nouvelle carte visa."
716,"Votre affaire de 200f pour payer canal plus là, revoyez ça"
717,"En Côte d’Ivoire
c’est
Wave Côte d'Ivoire
nous on kiff"
718,Wave forcément !!!
719,Affaires de cadeaux 50f là essayer de trouver solution hien
720,Wave je suis moissi
721,"Wave Côte d'Ivoire depuis là, j'ai pas reçu ma carte prépayée hein"
722,Oui ton argent est kalei oui ton argent est kalei sur wave business oui mais nous on gagne quoi vraiment. Sinon qu’on peut prendre espèce oui . Vous avez diminuer les frais oui mais nous les commerçants gagnons quoi . Moi j’ai dis mes vérités à l’argent wave qui s’occupe de ma zone . Tchaiiiiii sciencé maintenant oubien.
723,Comment faire pour mettre plus de 2 millions sur weve
724,Trop cool
725,Les réabonnement canal+frère 200f c'est trop
726,Merci wave ma carte prépayée activé hier j'étais fan
727,Comment s'en acquérir ?...les lieux où bank..qui acceptent cette carte.
728,Forcément
729,Bonjour waves je suis a l extérieur je n'arrive plus a rentrer sur mon waves ci
730,Pourquoi payer 100f quand tu fais un dépôt
731,"Pourquoi j'arrive pas à débloquer mon coffre depuis hier nuit
Wave Côte d'Ivoire"
732,Suivre
733,"Depuis j ai wave j ai jamais reçu cadeaux 5000 pourtant retrait dépôt vas me tuer payer taxis nourriture
Wave Côte d'Ivoire
toclo"
734,Rechargement canal frais 200f j'ai pas aimé einh le pingouin. Ok
735,"Wave mon combat, merciiii"
736,"Avec
Wave Côte d'Ivoire
on gagne toujours"
737,Bonjour je vis une situation très désagréable avec wave . Cela fait une semaine maintenant que j'ai fais un dépôt de 55.500f sur le wave de mon grand frère et il se trouve son compte est bloqué pour litige et depuis lors j'appelle chaque jour pour me retourner mon argent on me savoir que le service concerné me contactera pour régler mon problème mais rien . Depuis le vendredi passé donc svp wave ramener moi argent sinon ah
738,"Je dis oh
Wave Côte d'Ivoire
excusez moi hein mais qu’est ce qui se passe si par inadvertance je supprime un coffre avec de l’argent a l’intérieur ?"
739,Je voudrais savoir pourquoi souvent tu fais un paiement et tu es toujours au même niveau ?
740,Bonjour wave juste savoir quel est le montant maximal à épargner sur son compte pŕincipal ?
741,"Wave, stp peux-tu mettre en place un système de suivi de budget dans l'App ?
Du genre une analyse budget qui permet de voir combien on a sorti comme argent et combien on a reçu comme argent pour un mois donné.
Cela permettra de faire attention à nos dépenses.
Merci."
742,"Wave j'ai une suggestion à vous faire parvenir concernant la tontine qui faut améliore le système. Je m'explique si j'ai 10mille que je suis dans le groupe de dix personnes je reçois 100 mille selon des personnes , cela se fait en tout de rôle de façon mensuel. Les adhérents devait avoir au moins 200 mille francs dans les comptes pour la tontine .maintenant lorsque je reçois 100 mille des personnes mon compte est bloqué c'est après le remboursement de la seconde tontine des dix personne que le compte sera débloqué. Ensuite de suite vraiment cela la nous aider.
C'est juste mon expertise donc veuillez en compte
Yede Landry"
743,Comment ouvrir un point de retrait et dépôt ?
744,Wave j'ai ma carte Visa wave. Ou pourrais je avoir le physique ??? Merci de m'éclairer ....
745,Même si je suis morte mon fantôme fera toujours les dépôts et les retraites avec wave ils connaissent que on souffre pour gagner
746,"Juste pour info.
Est-il normal de nous prendre 100f pour un dépôt ou pour un retrait ??? Juste pour se renseigner."
747,Wave Côte d’Ivoire jusqu’à présent j’ai pas encore reçu ma carte
748,"Wave Côte d'Ivoire
on t'attend au Tchad"
749,Je voulais savoir à quoi sert la carte prépayée et à quel moment on peut s’en servir. Merci ￼
750,J'ai fait la mise a jour mais j'ai pas encore reçu la carte visa
751,"Direction
Merci à Wave"
752,Quelles sont les conditions a remplir pour bénéficier de la carte visa virtuelle ?
753,"Wave Côte d'Ivoire
C'est très bien qu'on a besoin de Connexion internet pour fonctionner..."
754,"Wave Côte d'Ivoire
depuis là, j'ai pas reçu ma carte prépayée hein"
755,Le pingouin choco
756,"Avec Wave vraiment on est à l'aise
il prenne vraiment soins de nous
et ils sont à notre écoute vraiment que Dieu vous bénisse du fondateur jusqu'à tout l'équipe
on se sent vraiment en sécurité avec vous"
757,"Wave Côte d'Ivoire
la carte est affiché chez moi comment la récupérer ?"
758,On fait cmnt pour recevoir les 5 k de wave
759,J'ai reçu 5000f deux fois grâce à mes achats wave merci
760,C’est la partie où vous me donnez 50f 7 fois successif la qui me plait pas
761,Bonsoir svp qui peux me donner le numéro whatssap de wave ? J’ai un problème avec mon compte
762,"Wave ils ont taxé 1% a ma femme depot sur son propre compte hein
Je n’ai pas aimé hein"
763,"Wave nous a facilité tout,merci à Wave"
764,Pourquoi ils n'y pas wave au Bénin ??
765,Je suis au Burkina et c’est Wave moi j’utilise tout les jours. Vraiment bravo
766,Eeeh wave j'ai deux comptes wave et j'ai zéro BONUS pourquoi mes deux puce comptes wave dessus et j'ai zéro BONUS
767,"On avait attendu le multi coffres.
C'est un bonheur de l'avoir.
Merci
Wave Côte d'Ivoire"
768,"Mon pingouin
adoré"
769,Tu n’as par wave tu n’auras par mon djè ( transfert)
770,J'ai toujours pas la carte visa ohhh
771,"Wave Côte d'Ivoire
svp faite en sorte qu'on puisse pas ouvrir avant la date d’échéance svp"
772,Quand on me demande quel est mon animal préféré je réponds immédiatement pingouin
773,Wavechou mon chouchou
774,"Je suis arrivé à la 79eme étape des cadeaux
sur wave je pensais que 10.000f va sortir djaaaaaaaaa c’est un 50f encore
Merci
Wave Côte d'Ivoire
pour tous"
775,Svp pensez à ce que canal nous fait. Frais 200f là pardonnez sciensé
776,Donc vous choisissez pour la carte virtuelle
777,"J'ai pas encore vue un moyen de transaction plus fiable que WAVE, c'est la magie respect et je salut de passage tout les assistant (agent wave)"
778,Pourquoi vous ne donnez pas crédit aussi comme les autres
779,Wave mon combat
780,"3 fois 50fr cest quoi le projet
Wave Côte d'Ivoire"
781,"Avec wave leurs cœurs bat plus fort
a vie"
782,La carte visa wave ce n’est pas pour tout le monde ou quoi tchie
783,Avec wave notre joie est toujours d actualité
784,"Avec wave la vie est vraiment simple !
Un devoir de reconnaissance envers vous !"
785,On attend la puce
786,Moi j'ai crée déjà mon coffre mariage en même temps
787,"Les cadeaux de wave ci devient très risqué
Maintenant c'est n'est par 1315 qui a appel les clients. Autre numéro inconnu."
788,"Wave j'ai mes diplômes en informatique au complet ,j ai postulé dans mtn , orange moov : poto . comme je suis un fidèle client de Wave ,je vais voir si ils vont sortir dans dos"
789,"J’ai commencé à garder scolarité de mon enfant pour l’année prochaine j’espère que je vais tenir
mes 200f 500f je dépose laba"
790,"C'est la carte VISA de wave qui me préoccupe.
Je fais plus de 3 millions de transactions par mois sur wave mais j'ai pas eu la carte.
J'ai pratiquement toutes les cartes de paiement
Visa orange
Uba
Djamo.
Wizall"
791,Un grand merci merci à wave
792,"En tout cas, depuis l'arrivé de WAVE je n'utilise plus mes autres compte. Le meilleur c'est le joli Pingouin."
793,Hier même j'ai fait un paiement marchand ... Mais c'est comment ???
794,Wave est propre
795,En tout cas j'aime Wave
796,Wave est le meilleur
797,Achat d'unité c'est comment ??
798,On peut envoyé Italie Ghana
799,"Moi je suis déçu
scolarité de mon enfant est bloqué
J’suis à bout"
800,"J'avais un petit problème j'avais bougé un jour avec une petit j'avais pas beaucoup d'argent sur moi j'étais biza donc je commande on finir je veux payer un court je me rappelle que j'ai
Wave Côte d'Ivoire
je rentre dans l'app 15k henn je regarde les mon coffre fermé je regarde ma date d'ouvertures un court déverrouiller je paye tout depuis ce jour je sourire quand on parle de Wave"
801,Plus pertinents
802,"Bonsoir Wave
, merci infiniment pour le cadeau de 10k
. Je suis vraiment content de cette belle surprise
. Force à vous toujours
, Wave mon combat
."
803,"Merci à lui, merci à Wave"
804,Merci beaucoup wave pour le service on attend maintenant la puce wave
805,Bisous a wave
806,"Mon pingouin adoré, que serions nous devenus sans toi. ""Fokolnan"" qui veut dire merci en Sénoufo. Laissez le boss profiter de ses cinq milles."
807,Que serait ma vie sans Wave
808,Comment épargner sur wave
809,Si tu as reçu un message de Wave se matin alors sois saluer
810,Donnez numéro du DG nous tous on va l’envoyer wave
811,Nous sais wave qu'ont kiff
812,Les comptes épargnes nous rapportent quoi?
813,Wave votre merci ne va jamais finir
814,"Wave Côte d'Ivoire
pour me donner jeton comme cadeau vous dite de payer carburant or vous savez que je n'ai pas voiture"
815,Moi depuis que vous êtes venus je suis toujours la avec vous j'ai fois en vous et je reste toujours wave. Que Dieu vous bénisse
816,Wave faut créer puce maintenant
817,Moi je fait achat par Wave mes rien le dernier étais 31800
818,Vous aviez sauvé les ivoiriens nous on vous le dis
819,"Bonjour, comment souscrire de mon compte wave en appel ou minutes ?"
820,Wave CI merci pour toujours
821,Faut vérifier si le boss a reçu ces 5k
822,Je n'ai pas encore la fonctionnalité d'avoir plusieurs coffre aidé moi
823,en tout cas merci à wave grâce à l'option de créer plusieurs coffres j'épargne différemment.. jusqu'à j'ai coffre d'anniversaire même
824,Le coffre WAVE est une véritable révolution pour l'épargne. J'ai ouvert plusieurs coffres sur chacun de mes comptes.
825,Merci wave
826,Merci beaucoup à Wave CI je suis fière de lui qui a créé Wave je l'offre de litres de lait de vache
827,Un coucou à tous les acteurs de wave CI .
828,Moi je un très grand fanatique de votre réseau mais je voudrais savoir pourquoi vous ne faite pas de prêts
829,"Wave, n'avez-vous pas une boîte à suggestions !
J'ai une suggestions qui me tient à cœur."
830,Merci a vous
831,"Wave Côte d'Ivoire
je n’ai pas encore ma carte prépayée"
832,Avec waav ya rien en face
833,"Wave CI merci pour tout. Parmi les coffres, le coffre mariage ne figure pas !"
834,Vraiment nous sommes fière de vous
835,Moi j'attends les prêts de wave
836,"Revoyez votre service avec canal qui prélève des montants sans informé le concerné.
C'est du vo. déguisé"
837,Avec le coffre je peux différencier mes différents dépôts plus question d'utiliser l'argent et je ne sais plus chez qui et où j'ai pris merci wave
838,Wave c’est les meilleures c’est tout.
839,"Wave Côte d'Ivoire
je suis impatient pour la carte visa chaque jour je vérifie"
840,"Nous sommes super heureux d'utiliser wave. Vous êtes les meilleurs
Mais affaire où vous donnez bonus 50f et vous nous demandez d'aller à la station avant de prendre là, onh onh dêh"
841,"Wave Côte d'Ivoire
Jolie pingouin
, je voudrais savoir comment supprimer les numéros d’abonné (CIE-SODECI-CANAL) dans le mode paiement lorsqu'on en a plus besoin..."
842,Par tout avec wave
843,"Moi on dirait je n'ai pas de chance hein, meme dans cadeau wave quand je gratte on met pas de chance
Wave Côte d'Ivoire"
844,"Bonjour
Wave Côte d'Ivoire
j’aimerais déplafonner mon compte pour les cadeaux comment s’y prendre s’il vous plaît ?"
845,"J'ai créé 10 coffres
pépites owww"
846,"Moi je veux que le système d'épargne soit automatique. Je veux pouvoir planifier mon épargne de tel sorte que le système prélève directement la somme que je veux épargner à chaque fois que j'ai de l'argent sur mon compte. C'est là ma proposition.
Par exemple: par jour, par semaine ou par mois."
847,Où est située la direction du pingouin
848,"Bonjour wave CI , j'adore tout de vous j'aimerais bien y travailler svp"
849,"J’ai une idée pour encourager l’épargne chez vos clients :
1 Coffre Objectif : le client fixe un montant à atteindre et ne peut retirer l’argent que lorsqu’il est atteint.
2 Coffre Date Bloquée : le client dépose une somme et choisit une date de retrait ; avant cette date, aucun retrait n’est possible, même via le service client.
Ces coffres aideraient vos clients à mieux épargner et pourraient renforcer la fidélité tout en augmentant le volume d’argent sur vos comptes.
Qu’en pensez-vous ?"
850,"Wave Côte d'Ivoire
merci de penser a intégrer aussi des coffres dans wave business . C'est une finalité qui va nous rendre assez de services"
851,Affaire de 100frs la c est comment ? J espère que wave n est pas dedans hein
852,Merci beaucoup wave côté ivoire pour le service sa ressette le puce wave
853,J'ai appris que que wave.com côte d'ivoire va faire un communiqué d'ici ce 30 septembre concernant l'achat d'internet et appel ? Est-ce que c'est vrai ça !?
854,"Pensé à la république de Guinée
aussi merci
d'avance"
855,boujour wave je voudrais avoir ma carte visa wave svp sa fait longtemps que j'attend
856,Je suis en attente de ma carte visa et de mes cadeaux
857,Grâce à wave j'arrive à économiser chaque jour
858,"Maintenant je n’ai plus besoin de mettre l’argent dans ma poche pour sortir et pourtant je vais partout,
juste avec mon téléphone et mon application,mes parcours sont géré"
859,On as besoin de wave ici au Congo Brazzaville
860,Merci en attendant la carte visa et mon kiff ultime serait la possibilité d’avoir des coffres rémunérés
861,"Avec wave côte d'ivoire, fini les palabres de monnaie et c'est toujours wave qui fait mieux."
862,Je veux un prêt wave je fais comment pour l'avoir
863,Wave c'est comment pour les prêt
864,Et l'affaire d'acheter unités avec wave c'est comment artci dit quoi?
865,"WAVE C'est super rapide , simple et très fiable ... Je like"
866,Moi en ce moment
867,Je vous envoie plein de messages en inbox personne ne me répond
868,Vraiment merci beaucoup à vous famille
869,Moi aussi je cherche cette carte la
870,Ma carte virtuelle... Mon combat
871,"Quelle sont les conditions pour avoir une cart sur
Wave Côte d'Ivoire"
872,"Coucou
Wave Côte d'Ivoire
svp il faut adhérer à quelle confrérie pour avoir la carte visa ? Parce que c'est moi seul je n'ai rien reçu hein."
873,Ça va chauffer
874,On veut on deuxième CM madrilène
875,"Tu peux revenir au Bénin
Wave Côte d'Ivoire"
876,"Wave Côte d'Ivoire
merci pour plusieurs coffrets ajoutés à notre application.
J'ai même renommé un 'pari en ligne '"
877,Très bien
878,"Courage
wave. Mais ça ne sera pas facile. Mais ça reste très possible. La lutte continue et bonne chance wave."
879,Nous avons besoin de vous à issia svp
880,Wahi wave est fort
881,Vous avez oublier arachide hyn
882,"Carte visa et puce, à part ça le pingouin
est fantabolistiquement formidable"
883,Trop rapide comme Lucky Luke
884,"Wave Côte d'Ivoire
carte visa est sorti avant mise à jour de coffre là mais j'ai eu pour coffre là mais depuis carte visa n'a pas encore fini de faire son déploiement eehh"
885,"Mon Paingouin est à l’agonie faites quelque chose CM, c’est une histoire de pandaison monétaire…"
886,3 1 pour PSG
887,"C’est cadeau, nous on attend ho"
888,"C’est faux ton salaire est fini
Ahi"
889,"Wave vous êtes les meilleurs tchia vous m’avez submergé de bonheur ce matin
Mon merci finira pas envers vous
Vous êtes trooooopppppp formidables
Et félicitations
encore pour cette belle initiative"
890,"Le pingouin
j'ai une chanson pour vous hien je suis en studio actuellement."
891,Je veux crédit
892,"Wave Côte d'Ivoire
le meilleur des meilleurs"
893,Plus d’excuse pour ne plus acheter les bananes de nos chics et courageuses mamans
894,"Mon Jour de Gloire a sonné , Merci wave"
895,Super on bouge fort
896,Le peuple ivoirien attend impatiemment une puce wave pour couronner le travail déjà abattu
897,Wave joue ballon maintenant. Réfléchir comment fouetter orange pour qu'on puisse acheter unité via wave
898,"Dja wave est barcelonais
Depuis hier j’arrive pas à digérer ça"
899,Le haut niveau.
900,Haa baby c'est wave on supporte
901,"Ah
.
Wave et moi c'est une histoire d'amour puisque nous sommes tous deux Barcelonais"
902,Très belle
903,Merci pour la carte virtuel
904,"Wave c'est le haut niveau j'ai une chanson pour vous,restez connecté"
905,Vous nous sauver la vien
906,Pourquoi on arrive pas à payer la cotisation CMU via wave
907,Les maîtres de la vulgarisation du paiement électroniques
908,Wave c'est le meilleur
909,"C'est ça qui est ça !
Wave Côte d'Ivoire
toujours"
910,Femme claire qui a cùi noir c'est tchatcholi
911,Plus pertinents
912,"Wave Côte d'Ivoire
nos puces sont où"
913,"Wave Côte d'Ivoire
mon combat"
914,J'ai pas reçu mn cadeau
915,"Y'a LALA MM j'imagine que Wave viens cher moi et je vais leur donné de l'eau plus ma jeune fille ou fils il mon fait trop beaucoup de bien avec un repas en plus y'a je vais gagner 10 k aussi hein
Wave Côte d'Ivoire"
916,Avec wave Côte d'Ivoire on senjalle
917,On a tué ça
918,Je veux aussi pour mon commerce
919,Active carte de l'homme c'est tout ce qu'on veux !!!
920,"Bonjour Wave ! S'il te plaît, je voudrais savoir si tous les coffres, scolarité, épargne, loyer... existent vraiment ou c'est une imagination de nous les consommateurs? J'ai consulté mais je n'ai rien vu. C'est pourquoi je demande."
921,J’ai pas encore reçu ma carte
922,Victoire Barça plus 2 bus dans le match
923,Ont n'est ensemble wave
924,"Djo il faut bien manger le pingouin la va grossir. Tu donnes pas bon bonus, encore pour manger c'est problème !"
925,Je veux pour moi comment faire j'ai appelé le service client rien
926,On ne va pas bien on veut prêt.
927,Wave actuellement vous avez un souci ou bien on fait un payement marchand mais ça va chez quelqu'un d'autre je comprends pas
928,Je n es pas ma carte
929,"J'ai plus de mots pour vous dire merci, donc je pompe Les"
930,Vp j'ai côte 10 sûr pour toi hein
931,Le problème est que lorsqu'on Appel que de débloquer le coffre vous le faites arrêté ça . Laisser jusqu'aux dates précis
932,Carte visa pour avoir pour vous la on doit être millionnaire ub tchaiiiii si on peut payer les wé avec pourquoi vous envoyer et laisser les autres
933,Vous etes les meilleurs
934,Ah wave tu es fort même dans banane braisé encore ya wave
935,J ai pas ma carte aussi
936,Comment fait pour avoir un compte commercial
937,"Une anecdote : pendant l’installation de
Wave Côte d'Ivoire
dans notre pays, je n’aimais absolument pas cette application parce que je la trouvais louche, mais au fur et à mesure, je me suis adapté et maintenant toutes mes transactions s’effectuent via cette application. J’ai banni toutes les autres plateformes. Vous êtes les meilleurs"
938,Merci wave
939,Force et courage à vous
940,Nous on arrive dans dos
941,"J’ai toujours pas reçu la carte visa et les différents coffres
Wave Côte d'Ivoire"
942,"Wave Côte d'Ivoire
donc nous on à pas droit à ça aussi quoi ?"
943,Votre wattsap je trouve plus
944,"CM de
Wave Côte d'Ivoire
pardon mon pingouin est grièvement blessé
entre CM y'a pas trahison"
945,"Wave Côte d'Ivoire
le faite d'être patient pour la carte
visa je commence à me décourager"
946,Vraiment merci à wave Côte d'Ivoire. Vous nous avez vraiment facilité la Vie.
947,Qui doit jouer ?
948,"Dja Wave est Barcelonais
hier je voulais supprimer mon compte Wave
yai Vu ka cause de wave je mange Garba chaque jour donc yai laisse tomber"
949,"Wave Côte d'Ivoire
jai acheter une puce j'ai pas créé compte dessus mais je reçois un dépôt je veux me connecter on me dit j'ai déjà un compte"
950,Vous êtes les meilleurs
951,Merci d’avoir donné un autre visage au service mobile money en Côte d’Ivoire
952,Merci wave c'est mieux
953,Je suis deja riche papa
954,"Wahiiiiiiiiii, Wave laisse pas hein..."
955,Fait wave
956,Franchement Bravo
957,Wave les meilleurs
958,"Même au djandjoudrome on peut payer par
Wave Côte d'Ivoire
.. respect"
959,Suivre
960,C'est trop top
961,"Wave Côte d'Ivoire
vous bont. Mais affaires de carte bancaire là c'est comment depuis c'est un poignée de personnes qui en bénéficient et nous autres. Ça c'est discrimination hein."
962,Quand #wave côte d'ivoire# vas donner prêt
963,Svp bonus alimentaire la sa compte au garbadrome ou c'est au supermarché seulement
964,À quand ma carte wave côte d'Ivoire ? Donc c'est moi seul je vais pas avoir quoi? Je suis découragé même. Genre pour vous là c'est en famille vous gérer
965,Tranquille
966,Cher collègue je souhaite échanger avec vous
967,"J'espère que tu as pris celle du milieu avec un peu brûlure là hein car je sens son odeur parfaite ici derrière mon téléphone.
Wave Côte d'Ivoire
sinon mon club gagne 2- 0 aujourd'hui"
968,"Wave Côte d'Ivoire
j’ai eu ma carte hein , je vous ai trop accéléré"
969,Je veux faire mon wave business à distance c’est possible ?
970,Merci wave vous êtes numéro 1 je suis toujours avec vous depuis le commencement je suis avec vous je serai avec vous j'ai quand la fin de mes jours
971,Même les vendeurs en bullant ont pour eux
972,J’aime wave
973,Pour envoyer carte Visa on naka vous demander pardon quoi
974,Aya de wave mange pas banane
975,Wave coffre tontine ça se passe comment
976,"Bonjour wave, et affaire de plusieurs coffres là ?"
977,Même si jous êtes Barcelonnais et que les autres sont Madrilène je suis avec vous
978,"> ""CM mange pour nous aussi
. Moi je dis, que le meilleur gagne ce soir"
979,"Wave Côte d'Ivoire
ma carte la n'es pas encore activé hein, pourtant je fais mes paiements de produits chez
Is Market
.donc ma carte svp."
980,"Wave Côte d'Ivoire
vous voulez boire quoi?
Je me réveille avec de nouvelles fonctionnalités. Ah ouais j'ai trop aimé. Vraiment vous méritez un casier de Drogba"
981,Terminé hein au quartier nous c’est Wave on utilise hein
982,Tranquille quoi
983,"Wave Côte d'Ivoire
, s'il vous plaît à quand ma visa card ???"
984,"Wave Côte d'Ivoire
svp j'attends ma Carte Visa avec impatience"
985,"Mot de remerciement
Je tiens à exprimer ma profonde gratitude à toute l’équipe de Wave pour le généreux don de la carte Visa gratuite. Ce geste témoigne de votre engagement à soutenir vos utilisateurs et facilite grandement nos transactions au quotidien. Votre aide précieuse est une véritable source de soulagement et d’encouragement.
Merci encore pour votre solidarité et votre confiance.
Avec toute ma reconnaissance,"
986,"Wave vous serez au Bénin quand ?
Je suis disponible pour discuter affaire."
987,Nous voulons que vous mettiez en place le service de prêt
988,Wave Côte d’Ivoire :ma carte visa
989,"Wave merci beaucoup pour la
CARTE VISA
Ajouter à mon compte
J'avais vraiment besoin de ça pour mes achats en ligne,
Wave Côte d'Ivoire"
990,On veut la carte wave
991,"Moi j'aime bien
Wave Côte d'Ivoire
et félicitations à eux. Mais qu'ils revoient le wave business là, le cota est plafonné à 20.000f passé ça les frais s'ajoutent. On explique aux clients rien.
Je suggère qu'ils plafonnent ça à 50.000f ou 100.000f
C'est ma doléance."
992,Svp et sgbci
993,"Wave Côte d'Ivoire
j'ai reçu ma carte visa merci beaucoup,mais une questions avec la carte là est-ce que c'est internationale."
994,Merci wave j ai enfin ma carte visa.
995,Wave d'abord
996,"Je dis oh, vous ne partez à nsia banque aussi ou bien !"
997,Voyez nous un peux nous de NSIA
998,"Wave Côte d'Ivoire Merci beaucoup
Ma carte Visa est maintenant disponible
On est ensemble"
999,"Wave Côte d'Ivoire
j'ai été facturé à 200f pour frais de réabonnement à canal plus. Pourquoi on n'a pas été informé au préalable que des frais s'appliquerait au paiement canal ?"
1000,A quand les coopecs wave svp
1001,#wave ci le premier transfert gratuit du mois concerne aussi le premier transfert du mois du compte wave vers le compte bancaire ?
1002,"Wave Côte d'Ivoire
pardonnez je veux carte visa"
1003,Nsia même c'est pas la peine...pfff
1004,"Si j'étais femme j'allais donner un coup gratuit à Wave, wallaye vous êtes les meilleurs. Je suis fan jusqu'à je ne sais pas quoi faire.
Wave Côte d'Ivoire"
1005,"Wave Côte d'Ivoire
Wave Côte d'Ivoire ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank"
1006,Merci Wave côte d'ivoire mes svp n'oubliez notres cartes prépayée visa là
1007,"Wave Côte d'Ivoire
j'attends toujours ma carte"
1008,"Super
Wave Côte d'Ivoire
Guaranty Trust Bank - Côte D'Ivoire
mon combat oh"
1009,"Franchement, la patience a une limite; la semaine prochaine je vais prendre une carte ailleurs en attendant l'activation de la vôtre.
J’en ai marre d’attendre je suis désolé
Wave Côte d'Ivoire"
1010,"NSIA Banque Côte d'Ivoire
de parler oubien vous finissez 1 pain ?"
1011,Il y a quoi avec NSIA même ? Ahhh
1012,Super ce wave
1013,Comment faire pour avoir sa carte Visa
1014,À quand ma victoire avec GT BANK
1015,"Bank Of Africa - Côte d’Ivoire
vous attendez quoi ?"
1016,"Wave mon merci ne vas jamais fini
vous
Svp dit à votre CEO de se présenter à l’élection présidentielle je voterai pour lui"
1017,Plus pertinents
1018,Mettez SGBCI sur WAWe svp
1019,Et SGBCI là
1020,Quelle est l'avantage de la carte visa wave par rapport aux autres
1021,Et Nsia banque?
1022,À quand BOA? eeeh wave pardon.
1023,"Wave Côte d'Ivoire
et ma carte visa ?"
1024,"Wave Côte d'Ivoire
pardonnez dites aux taximan que 200 pièce et 200 sur wave c'est pareil"
1025,"Wave Côte d'Ivoire
et NSIA BANQUE"
1026,"Ecobank Côte d'Ivoire
c'est lent depuis là ont vous attend ?"
1027,Wave et ma carte
1028,On vous attend chez nsia.
1029,"Je donne 3 mois à
NSIA Banque Côte d'Ivoire
pour suivre le chemin tracé par les autres banques sinon hummmmmmmmml!"
1030,On attend pour SGBCI avec beaucoup d'impatience
1031,"Wave Côte d'Ivoire
est-ce que
Société Générale Côte d’Ivoire
a djôh dans ton inbox même ??? On nous dit votre discussion est en cours depuis bientôt 24 mois"
1032,Carte visa
1033,Salut comment faire pour être distributeur wave en Côte d'Ivoire ?
1034,"Wave Côte d'Ivoire
affaire de carte Visa wave là c'est comment ? Depuis là rien dans mon applis, progressivement là devient comme l'arrivée de Jésus hinn"
1035,"Côté carte visa là, je suis pas dedans aussi ?"
1036,A quand pour Nsia
1037,"Wave avec vous, nous serons encore plus fidèles plus que jamais parce que grâce à vous ne sommes plus être en train d’être cueilli. Bref je suis en attente de ma carte visa."
1038,Bridge Bank Group Côte d'Ivoire
1039,Je veux m'inscrire
1040,"Wave Côte d'Ivoire
affaire de carte visa wave je voir pas pour moi alors que mon voisin en a goumin de ça j’arrive pas à manger"
1041,Le réseau wave n'es pas bon actuellement souvent ça passe et souvent ça ne passe pas. Je préfère orange toujours !!!
1042,"Wave ma carte bancaire ?
Epuis merci pour les différentes options dans le coffre wave ça me permet d’économiser mon argent de la la manière je veux"
1043,Affaire de carte visa là c'est comment ?
1044,"Wave Côte d'Ivoire
PARDONNEZ DONNER MA CARTE VISA AAAH"
1045,"NSIA BANQUE, NSIA BANQUE, NSIA BANQUE.
Wave Côte d'Ivoire
il faut voir ce cas"
1046,"C'est SGCI que j'attends sur
Wave Côte d'Ivoire
comme ça."
1047,Permettez moi d’être agent svp j'ai tous les réseaux sauf wave aidez-moi svp merci
1048,"Wawe Côte d ivoire svp , j attends ma carte visa."
1049,"Wave Côte d'Ivoire
merci 91eme niveau 2875f"
1050,Comment faire pour obtenir la carte visa?
1051,Wave côte d'ivoire ce mois de septembre est mon mois d'anniversaire (20 septembre ) j'ai un voeux et c'est de travailler pour vous je suis trop amoureuse de wave ci . J'ai plusieurs fois geré des points mobil monney wave . Je voulais postuler sur votre site mais J'ai pas licence ho c'est bac +1 J'ai. Merci de me lire .
1052,On attends pour SGBCI
1053,"Wave Côte d'Ivoire
c’est comment moi j’ai pas encore
de carte virtuelle ehhh"
1054,"Tu es super wave, on attend les autres banques (BOA SGB...)."
1055,Sib sib sib dib on a besoin de SIB bank eeeeehh
1056,Mais pourquoi SGBCI n'es pas sur votre application svp
1057,Suivre
1058,"Wave Côte d'Ivoire
Depuis là ma carte n'est pas encore sortie hyn ...
Kessia même ?? Hennn"
1059,Et bridge bank ?
1060,NSIA Banque côte d'ivoire Oooh vous attends quoi pour faire pareil
1061,Faites un effort pour ajouter la société générale Côte d'Ivoire.
1062,Vous attentez quoi pour NSIA ?
1063,"Wave Côte d'Ivoire
merci beaucoup pour le cadeau
d’hier
J’étais en galère, j’avais 2k sur mon compte et je suis allé à la pharmacie acheter un médicament et bimm je vois
Félicitations vous avez reçu un cadeau
.
Je rentre et je gratte je vois vous avez gagné 10k
Merci beaucoup"
1064,Et nsia
1065,Cmt faire pour télécharger le nouveau format épargne ?
1066,"Vieux père wave, la carte virtuelle va être disponible quand pour nous?"
1067,Wave trop fort
1068,Eeeh Sgbci quoi
1069,Il reste NSIA
