,comments
691,"STOP AUX ARNAQUES.
LES CODES DE 4 CHIFFRES PEUT-IL DEVENIR 5 OU 6 CHIFFRES.
JE VEUX BIEN CALER MON DJÈ"
692,Enfin l'animation du jeune dans les commentaires à été reprises par wave
693,Amen j'ai compris oooh
694,Wave je veux ma carte
695,"Merci beaucoup wave, mon réabonnement Netflix effectué avec succès avec ma nouvelle carte visa."
696,"Votre affaire de 200f pour payer canal plus là, revoyez ça"
697,"En Côte d’Ivoire
c’est
Wave Côte d'Ivoire
nous on kiff"
698,Wave forcément !!!
699,Affaires de cadeaux 50f là essayer de trouver solution hien
700,Wave je suis moissi
701,"Wave Côte d'Ivoire depuis là, j'ai pas reçu ma carte prépayée hein"
702,Oui ton argent est kalei oui ton argent est kalei sur wave business oui mais nous on gagne quoi vraiment. Sinon qu’on peut prendre espèce oui . Vous avez diminuer les frais oui mais nous les commerçants gagnons quoi . Moi j’ai dis mes vérités à l’argent wave qui s’occupe de ma zone . Tchaiiiiii sciencé maintenant oubien.
703,Comment faire pour mettre plus de 2 millions sur weve
704,Trop cool
705,Les réabonnement canal+frère 200f c'est trop
706,Merci wave ma carte prépayée activé hier j'étais fan
707,Comment s'en acquérir ?...les lieux où bank..qui acceptent cette carte.
708,Forcément
709,Bonjour waves je suis a l extérieur je n'arrive plus a rentrer sur mon waves ci
710,Pourquoi payer 100f quand tu fais un dépôt
711,"Pourquoi j'arrive pas à débloquer mon coffre depuis hier nuit
Wave Côte d'Ivoire"
712,"Depuis j ai wave j ai jamais reçu cadeaux 5000 pourtant retrait dépôt vas me tuer payer taxis nourriture
Wave Côte d'Ivoire
toclo"
713,Rechargement canal frais 200f j'ai pas aimé einh le pingouin. Ok
714,"Wave mon combat, merciiii"
715,"Avec
Wave Côte d'Ivoire
on gagne toujours"
716,Bonjour je vis une situation très désagréable avec wave . Cela fait une semaine maintenant que j'ai fais un dépôt de 55.500f sur le wave de mon grand frère et il se trouve son compte est bloqué pour litige et depuis lors j'appelle chaque jour pour me retourner mon argent on me savoir que le service concerné me contactera pour régler mon problème mais rien . Depuis le vendredi passé donc svp wave ramener moi argent sinon ah
717,"Je dis oh
Wave Côte d'Ivoire
excusez moi hein mais qu’est ce qui se passe si par inadvertance je supprime un coffre avec de l’argent a l’intérieur ?"
718,Je voudrais savoir pourquoi souvent tu fais un paiement et tu es toujours au même niveau ?
719,Bonjour wave juste savoir quel est le montant maximal à épargner sur son compte pŕincipal ?
720,"Wave, stp peux-tu mettre en place un système de suivi de budget dans l'App ?
Du genre une analyse budget qui permet de voir combien on a sorti comme argent et combien on a reçu comme argent pour un mois donné.
Cela permettra de faire attention à nos dépenses.
Merci."
721,"Wave j'ai une suggestion à vous faire parvenir concernant la tontine qui faut améliore le système. Je m'explique si j'ai 10mille que je suis dans le groupe de dix personnes je reçois 100 mille selon des personnes , cela se fait en tout de rôle de façon mensuel. Les adhérents devait avoir au moins 200 mille francs dans les comptes pour la tontine .maintenant lorsque je reçois 100 mille des personnes mon compte est bloqué c'est après le remboursement de la seconde tontine des dix personne que le compte sera débloqué. Ensuite de suite vraiment cela la nous aider.
C'est juste mon expertise donc veuillez en compte
Yede Landry"
722,Comment ouvrir un point de retrait et dépôt ?
723,Wave j'ai ma carte Visa wave. Ou pourrais je avoir le physique ??? Merci de m'éclairer ....
724,Même si je suis morte mon fantôme fera toujours les dépôts et les retraites avec wave ils connaissent que on souffre pour gagner
725,"Juste pour info.
Est-il normal de nous prendre 100f pour un dépôt ou pour un retrait ??? Juste pour se renseigner."
726,Wave Côte d’Ivoire jusqu’à présent j’ai pas encore reçu ma carte
727,"Wave Côte d'Ivoire
on t'attend au Tchad"
728,Je voulais savoir à quoi sert la carte prépayée et à quel moment on peut s’en servir. Merci ￼
729,J'ai fait la mise a jour mais j'ai pas encore reçu la carte visa
730,"Direction
Merci à Wave"
731,Quelles sont les conditions a remplir pour bénéficier de la carte visa virtuelle ?
732,"Wave Côte d'Ivoire
C'est très bien qu'on a besoin de Connexion internet pour fonctionner..."
733,"Wave Côte d'Ivoire
depuis là, j'ai pas reçu ma carte prépayée hein"
734,Le pingouin choco
735,"Avec Wave vraiment on est à l'aise
il prenne vraiment soins de nous
et ils sont à notre écoute vraiment que Dieu vous bénisse du fondateur jusqu'à tout l'équipe
on se sent vraiment en sécurité avec vous"
736,"Wave Côte d'Ivoire
la carte est affiché chez moi comment la récupérer ?"
737,On fait cmnt pour recevoir les 5 k de wave
738,J'ai reçu 5000f deux fois grâce à mes achats wave merci
739,C’est la partie où vous me donnez 50f 7 fois successif la qui me plait pas
740,Bonsoir svp qui peux me donner le numéro whatssap de wave ? J’ai un problème avec mon compte
741,"Wave ils ont taxé 1% a ma femme depot sur son propre compte hein
Je n’ai pas aimé hein"
742,"Wave nous a facilité tout,merci à Wave"
743,Pourquoi ils n'y pas wave au Bénin ??
744,Je suis au Burkina et c’est Wave moi j’utilise tout les jours. Vraiment bravo
745,Eeeh wave j'ai deux comptes wave et j'ai zéro BONUS pourquoi mes deux puce comptes wave dessus et j'ai zéro BONUS
746,"On avait attendu le multi coffres.
C'est un bonheur de l'avoir.
Merci
Wave Côte d'Ivoire"
747,"Mon pingouin
adoré"
748,Tu n’as par wave tu n’auras par mon djè ( transfert)
749,J'ai toujours pas la carte visa ohhh
750,"Wave Côte d'Ivoire
svp faite en sorte qu'on puisse pas ouvrir avant la date d’échéance svp"
751,Quand on me demande quel est mon animal préféré je réponds immédiatement pingouin
752,Wavechou mon chouchou
753,"Je suis arrivé à la 79eme étape des cadeaux
sur wave je pensais que 10.000f va sortir djaaaaaaaaa c’est un 50f encore
Merci
Wave Côte d'Ivoire
pour tous"
754,Svp pensez à ce que canal nous fait. Frais 200f là pardonnez sciensé
755,Donc vous choisissez pour la carte virtuelle
756,"J'ai pas encore vue un moyen de transaction plus fiable que WAVE, c'est la magie respect et je salut de passage tout les assistant (agent wave)"
757,Pourquoi vous ne donnez pas crédit aussi comme les autres
758,"3 fois 50fr cest quoi le projet
Wave Côte d'Ivoire"
759,"Avec wave leurs cœurs bat plus fort
a vie"
760,La carte visa wave ce n’est pas pour tout le monde ou quoi tchie
761,Avec wave notre joie est toujours d actualité
762,"Avec wave la vie est vraiment simple !
Un devoir de reconnaissance envers vous !"
763,On attend la puce
764,Moi j'ai crée déjà mon coffre mariage en même temps
765,"Les cadeaux de wave ci devient très risqué
Maintenant c'est n'est par 1315 qui a appel les clients. Autre numéro inconnu."
766,"Wave j'ai mes diplômes en informatique au complet ,j ai postulé dans mtn , orange moov : poto . comme je suis un fidèle client de Wave ,je vais voir si ils vont sortir dans dos"
767,"J’ai commencé à garder scolarité de mon enfant pour l’année prochaine j’espère que je vais tenir
mes 200f 500f je dépose laba"
768,"C'est la carte VISA de wave qui me préoccupe.
Je fais plus de 3 millions de transactions par mois sur wave mais j'ai pas eu la carte.
J'ai pratiquement toutes les cartes de paiement
Visa orange
Uba
Djamo.
Wizall"
769,Un grand merci merci à wave
770,"En tout cas, depuis l'arrivé de WAVE je n'utilise plus mes autres compte. Le meilleur c'est le joli Pingouin."
771,Hier même j'ai fait un paiement marchand ... Mais c'est comment ???
772,Wave est propre
773,En tout cas j'aime Wave
774,Wave est le meilleur
775,Achat d'unité c'est comment ??
776,On peut envoyé Italie Ghana
777,"Moi je suis déçu
scolarité de mon enfant est bloqué
J’suis à bout"
778,"J'avais un petit problème j'avais bougé un jour avec une petit j'avais pas beaucoup d'argent sur moi j'étais biza donc je commande on finir je veux payer un court je me rappelle que j'ai
Wave Côte d'Ivoire
je rentre dans l'app 15k henn je regarde les mon coffre fermé je regarde ma date d'ouvertures un court déverrouiller je paye tout depuis ce jour je sourire quand on parle de Wave"
779,"Bonsoir Wave
, merci infiniment pour le cadeau de 10k
. Je suis vraiment content de cette belle surprise
. Force à vous toujours
, Wave mon combat
."
780,"Merci à lui, merci à Wave"
781,Merci beaucoup wave pour le service on attend maintenant la puce wave
782,Bisous a wave
783,"Mon pingouin adoré, que serions nous devenus sans toi. ""Fokolnan"" qui veut dire merci en Sénoufo. Laissez le boss profiter de ses cinq milles."
784,Que serait ma vie sans Wave
785,Comment épargner sur wave
786,Si tu as reçu un message de Wave se matin alors sois saluer
787,Donnez numéro du DG nous tous on va l’envoyer wave
788,Nous sais wave qu'ont kiff
789,Les comptes épargnes nous rapportent quoi?
790,Wave votre merci ne va jamais finir
791,"Wave Côte d'Ivoire
pour me donner jeton comme cadeau vous dite de payer carburant or vous savez que je n'ai pas voiture"
792,Moi depuis que vous êtes venus je suis toujours la avec vous j'ai fois en vous et je reste toujours wave. Que Dieu vous bénisse
793,Wave faut créer puce maintenant
794,Moi je fait achat par Wave mes rien le dernier étais 31800
795,Vous aviez sauvé les ivoiriens nous on vous le dis
796,"Bonjour, comment souscrire de mon compte wave en appel ou minutes ?"
797,Wave CI merci pour toujours
798,Faut vérifier si le boss a reçu ces 5k
799,Je n'ai pas encore la fonctionnalité d'avoir plusieurs coffre aidé moi
800,en tout cas merci à wave grâce à l'option de créer plusieurs coffres j'épargne différemment.. jusqu'à j'ai coffre d'anniversaire même
801,Le coffre WAVE est une véritable révolution pour l'épargne. J'ai ouvert plusieurs coffres sur chacun de mes comptes.
802,Merci beaucoup à Wave CI je suis fière de lui qui a créé Wave je l'offre de litres de lait de vache
803,Un coucou à tous les acteurs de wave CI .
804,Moi je un très grand fanatique de votre réseau mais je voudrais savoir pourquoi vous ne faite pas de prêts
805,"Wave, n'avez-vous pas une boîte à suggestions !
J'ai une suggestions qui me tient à cœur."
806,Merci a vous
807,"Wave Côte d'Ivoire
je n’ai pas encore ma carte prépayée"
808,Avec waav ya rien en face
809,"Wave CI merci pour tout. Parmi les coffres, le coffre mariage ne figure pas !"
810,Vraiment nous sommes fière de vous
811,Moi j'attends les prêts de wave
812,"Revoyez votre service avec canal qui prélève des montants sans informé le concerné.
C'est du vo. déguisé"
813,Avec le coffre je peux différencier mes différents dépôts plus question d'utiliser l'argent et je ne sais plus chez qui et où j'ai pris merci wave
814,Wave c’est les meilleures c’est tout.
815,"Wave Côte d'Ivoire
je suis impatient pour la carte visa chaque jour je vérifie"
816,"Nous sommes super heureux d'utiliser wave. Vous êtes les meilleurs
Mais affaire où vous donnez bonus 50f et vous nous demandez d'aller à la station avant de prendre là, onh onh dêh"
817,"Wave Côte d'Ivoire
Jolie pingouin
, je voudrais savoir comment supprimer les numéros d’abonné (CIE-SODECI-CANAL) dans le mode paiement lorsqu'on en a plus besoin..."
818,Par tout avec wave
819,"Moi on dirait je n'ai pas de chance hein, meme dans cadeau wave quand je gratte on met pas de chance
Wave Côte d'Ivoire"
820,"Bonjour
Wave Côte d'Ivoire
j’aimerais déplafonner mon compte pour les cadeaux comment s’y prendre s’il vous plaît ?"
821,"J'ai créé 10 coffres
pépites owww"
822,"Moi je veux que le système d'épargne soit automatique. Je veux pouvoir planifier mon épargne de tel sorte que le système prélève directement la somme que je veux épargner à chaque fois que j'ai de l'argent sur mon compte. C'est là ma proposition.
Par exemple: par jour, par semaine ou par mois."
823,Où est située la direction du pingouin
824,"Bonjour wave CI , j'adore tout de vous j'aimerais bien y travailler svp"
825,"J’ai une idée pour encourager l’épargne chez vos clients :
1 Coffre Objectif : le client fixe un montant à atteindre et ne peut retirer l’argent que lorsqu’il est atteint.
2 Coffre Date Bloquée : le client dépose une somme et choisit une date de retrait ; avant cette date, aucun retrait n’est possible, même via le service client.
Ces coffres aideraient vos clients à mieux épargner et pourraient renforcer la fidélité tout en augmentant le volume d’argent sur vos comptes.
Qu’en pensez-vous ?"
826,"Wave Côte d'Ivoire
merci de penser a intégrer aussi des coffres dans wave business . C'est une finalité qui va nous rendre assez de services"
827,Affaire de 100frs la c est comment ? J espère que wave n est pas dedans hein
828,Merci beaucoup wave côté ivoire pour le service sa ressette le puce wave
829,J'ai appris que que wave.com côte d'ivoire va faire un communiqué d'ici ce 30 septembre concernant l'achat d'internet et appel ? Est-ce que c'est vrai ça !?
830,"Pensé à la république de Guinée
aussi merci
d'avance"
831,boujour wave je voudrais avoir ma carte visa wave svp sa fait longtemps que j'attend
832,Je suis en attente de ma carte visa et de mes cadeaux
833,Grâce à wave j'arrive à économiser chaque jour
834,"Maintenant je n’ai plus besoin de mettre l’argent dans ma poche pour sortir et pourtant je vais partout,
juste avec mon téléphone et mon application,mes parcours sont géré"
835,On as besoin de wave ici au Congo Brazzaville
836,Merci en attendant la carte visa et mon kiff ultime serait la possibilité d’avoir des coffres rémunérés
837,"Avec wave côte d'ivoire, fini les palabres de monnaie et c'est toujours wave qui fait mieux."
838,Je veux un prêt wave je fais comment pour l'avoir
839,Wave c'est comment pour les prêt
840,Et l'affaire d'acheter unités avec wave c'est comment artci dit quoi?
841,"WAVE C'est super rapide , simple et très fiable ... Je like"
842,Moi en ce moment
843,Je vous envoie plein de messages en inbox personne ne me répond
844,Vraiment merci beaucoup à vous famille
845,Moi aussi je cherche cette carte la
846,Ma carte virtuelle... Mon combat
847,"Quelle sont les conditions pour avoir une cart sur
Wave Côte d'Ivoire"
848,"Coucou
Wave Côte d'Ivoire
svp il faut adhérer à quelle confrérie pour avoir la carte visa ? Parce que c'est moi seul je n'ai rien reçu hein."
849,Ça va chauffer
850,On veut on deuxième CM madrilène
851,"Tu peux revenir au Bénin
Wave Côte d'Ivoire"
852,"Wave Côte d'Ivoire
merci pour plusieurs coffrets ajoutés à notre application.
J'ai même renommé un 'pari en ligne '"
853,Très bien
854,"Courage
wave. Mais ça ne sera pas facile. Mais ça reste très possible. La lutte continue et bonne chance wave."
855,Nous avons besoin de vous à issia svp
856,Wahi wave est fort
857,Vous avez oublier arachide hyn
858,"Carte visa et puce, à part ça le pingouin
est fantabolistiquement formidable"
859,Trop rapide comme Lucky Luke
860,"Wave Côte d'Ivoire
carte visa est sorti avant mise à jour de coffre là mais j'ai eu pour coffre là mais depuis carte visa n'a pas encore fini de faire son déploiement eehh"
861,"Mon Paingouin est à l’agonie faites quelque chose CM, c’est une histoire de pandaison monétaire…"
862,3 1 pour PSG
863,"C’est cadeau, nous on attend ho"
864,"C’est faux ton salaire est fini
Ahi"
865,"Wave vous êtes les meilleurs tchia vous m’avez submergé de bonheur ce matin
Mon merci finira pas envers vous
Vous êtes trooooopppppp formidables
Et félicitations
encore pour cette belle initiative"
866,"Le pingouin
j'ai une chanson pour vous hien je suis en studio actuellement."
867,Je veux crédit
868,"Wave Côte d'Ivoire
le meilleur des meilleurs"
869,Plus d’excuse pour ne plus acheter les bananes de nos chics et courageuses mamans
870,"Mon Jour de Gloire a sonné , Merci wave"
871,Super on bouge fort
872,Le peuple ivoirien attend impatiemment une puce wave pour couronner le travail déjà abattu
873,Wave joue ballon maintenant. Réfléchir comment fouetter orange pour qu'on puisse acheter unité via wave
874,"Dja wave est barcelonais
Depuis hier j’arrive pas à digérer ça"
875,Le haut niveau.
876,Haa baby c'est wave on supporte
877,"Ah
.
Wave et moi c'est une histoire d'amour puisque nous sommes tous deux Barcelonais"
878,Très belle
879,Merci pour la carte virtuel
880,"Wave c'est le haut niveau j'ai une chanson pour vous,restez connecté"
881,Vous nous sauver la vien
882,Pourquoi on arrive pas à payer la cotisation CMU via wave
883,Les maîtres de la vulgarisation du paiement électroniques
884,Wave c'est le meilleur
885,"C'est ça qui est ça !
Wave Côte d'Ivoire
toujours"
886,Femme claire qui a cùi noir c'est tchatcholi
887,"Wave Côte d'Ivoire
nos puces sont où"
888,J'ai pas reçu mn cadeau
889,"Y'a LALA MM j'imagine que Wave viens cher moi et je vais leur donné de l'eau plus ma jeune fille ou fils il mon fait trop beaucoup de bien avec un repas en plus y'a je vais gagner 10 k aussi hein
Wave Côte d'Ivoire"
890,Avec wave Côte d'Ivoire on senjalle
891,On a tué ça
892,Je veux aussi pour mon commerce
893,Active carte de l'homme c'est tout ce qu'on veux !!!
894,"Bonjour Wave ! S'il te plaît, je voudrais savoir si tous les coffres, scolarité, épargne, loyer... existent vraiment ou c'est une imagination de nous les consommateurs? J'ai consulté mais je n'ai rien vu. C'est pourquoi je demande."
895,J’ai pas encore reçu ma carte
896,Victoire Barça plus 2 bus dans le match
897,Ont n'est ensemble wave
898,"Djo il faut bien manger le pingouin la va grossir. Tu donnes pas bon bonus, encore pour manger c'est problème !"
899,Je veux pour moi comment faire j'ai appelé le service client rien
900,On ne va pas bien on veut prêt.
901,Wave actuellement vous avez un souci ou bien on fait un payement marchand mais ça va chez quelqu'un d'autre je comprends pas
902,Je n es pas ma carte
903,"J'ai plus de mots pour vous dire merci, donc je pompe Les"
904,Vp j'ai côte 10 sûr pour toi hein
905,Le problème est que lorsqu'on Appel que de débloquer le coffre vous le faites arrêté ça . Laisser jusqu'aux dates précis
906,Carte visa pour avoir pour vous la on doit être millionnaire ub tchaiiiii si on peut payer les wé avec pourquoi vous envoyer et laisser les autres
907,Vous etes les meilleurs
908,Ah wave tu es fort même dans banane braisé encore ya wave
909,J ai pas ma carte aussi
910,Comment fait pour avoir un compte commercial
911,"Une anecdote : pendant l’installation de
Wave Côte d'Ivoire
dans notre pays, je n’aimais absolument pas cette application parce que je la trouvais louche, mais au fur et à mesure, je me suis adapté et maintenant toutes mes transactions s’effectuent via cette application. J’ai banni toutes les autres plateformes. Vous êtes les meilleurs"
912,Force et courage à vous
913,Nous on arrive dans dos
914,"J’ai toujours pas reçu la carte visa et les différents coffres
Wave Côte d'Ivoire"
915,"Wave Côte d'Ivoire
donc nous on à pas droit à ça aussi quoi ?"
916,Votre wattsap je trouve plus
917,"CM de
Wave Côte d'Ivoire
pardon mon pingouin est grièvement blessé
entre CM y'a pas trahison"
918,"Wave Côte d'Ivoire
le faite d'être patient pour la carte
visa je commence à me décourager"
919,Vraiment merci à wave Côte d'Ivoire. Vous nous avez vraiment facilité la Vie.
920,Qui doit jouer ?
921,"Dja Wave est Barcelonais
hier je voulais supprimer mon compte Wave
yai Vu ka cause de wave je mange Garba chaque jour donc yai laisse tomber"
922,"Wave Côte d'Ivoire
jai acheter une puce j'ai pas créé compte dessus mais je reçois un dépôt je veux me connecter on me dit j'ai déjà un compte"
923,Merci d’avoir donné un autre visage au service mobile money en Côte d’Ivoire
924,Merci wave c'est mieux
925,Je suis deja riche papa
926,"Wahiiiiiiiiii, Wave laisse pas hein..."
927,Fait wave
928,Franchement Bravo
929,Wave les meilleurs
930,"Même au djandjoudrome on peut payer par
Wave Côte d'Ivoire
.. respect"
931,C'est trop top
932,"Wave Côte d'Ivoire
vous bont. Mais affaires de carte bancaire là c'est comment depuis c'est un poignée de personnes qui en bénéficient et nous autres. Ça c'est discrimination hein."
933,Quand #wave côte d'ivoire# vas donner prêt
934,Svp bonus alimentaire la sa compte au garbadrome ou c'est au supermarché seulement
935,À quand ma carte wave côte d'Ivoire ? Donc c'est moi seul je vais pas avoir quoi? Je suis découragé même. Genre pour vous là c'est en famille vous gérer
936,Tranquille
937,Cher collègue je souhaite échanger avec vous
938,"J'espère que tu as pris celle du milieu avec un peu brûlure là hein car je sens son odeur parfaite ici derrière mon téléphone.
Wave Côte d'Ivoire
sinon mon club gagne 2- 0 aujourd'hui"
939,"Wave Côte d'Ivoire
j’ai eu ma carte hein , je vous ai trop accéléré"
940,Je veux faire mon wave business à distance c’est possible ?
941,Merci wave vous êtes numéro 1 je suis toujours avec vous depuis le commencement je suis avec vous je serai avec vous j'ai quand la fin de mes jours
942,Même les vendeurs en bullant ont pour eux
943,J’aime wave
944,Pour envoyer carte Visa on naka vous demander pardon quoi
945,Aya de wave mange pas banane
946,Wave coffre tontine ça se passe comment
947,"Bonjour wave, et affaire de plusieurs coffres là ?"
948,Même si jous êtes Barcelonnais et que les autres sont Madrilène je suis avec vous
949,"> ""CM mange pour nous aussi
. Moi je dis, que le meilleur gagne ce soir"
950,"Wave Côte d'Ivoire
ma carte la n'es pas encore activé hein, pourtant je fais mes paiements de produits chez
Is Market
.donc ma carte svp."
951,"Wave Côte d'Ivoire
vous voulez boire quoi?
Je me réveille avec de nouvelles fonctionnalités. Ah ouais j'ai trop aimé. Vraiment vous méritez un casier de Drogba"
952,Terminé hein au quartier nous c’est Wave on utilise hein
953,Tranquille quoi
954,"Wave Côte d'Ivoire
, s'il vous plaît à quand ma visa card ???"
955,"Wave Côte d'Ivoire
svp j'attends ma Carte Visa avec impatience"
956,"Mot de remerciement
Je tiens à exprimer ma profonde gratitude à toute l’équipe de Wave pour le généreux don de la carte Visa gratuite. Ce geste témoigne de votre engagement à soutenir vos utilisateurs et facilite grandement nos transactions au quotidien. Votre aide précieuse est une véritable source de soulagement et d’encouragement.
Merci encore pour votre solidarité et votre confiance.
Avec toute ma reconnaissance,"
957,"Wave vous serez au Bénin quand ?
Je suis disponible pour discuter affaire."
958,Nous voulons que vous mettiez en place le service de prêt
959,Wave Côte d’Ivoire :ma carte visa
960,"Wave merci beaucoup pour la
CARTE VISA
Ajouter à mon compte
J'avais vraiment besoin de ça pour mes achats en ligne,
Wave Côte d'Ivoire"
961,On veut la carte wave
962,"Moi j'aime bien
Wave Côte d'Ivoire
et félicitations à eux. Mais qu'ils revoient le wave business là, le cota est plafonné à 20.000f passé ça les frais s'ajoutent. On explique aux clients rien.
Je suggère qu'ils plafonnent ça à 50.000f ou 100.000f
C'est ma doléance."
963,Svp et sgbci
964,"Wave Côte d'Ivoire
j'ai reçu ma carte visa merci beaucoup,mais une questions avec la carte là est-ce que c'est internationale."
965,Merci wave j ai enfin ma carte visa.
966,Wave d'abord
967,"Je dis oh, vous ne partez à nsia banque aussi ou bien !"
968,Voyez nous un peux nous de NSIA
969,"Wave Côte d'Ivoire Merci beaucoup
Ma carte Visa est maintenant disponible
On est ensemble"
970,"Wave Côte d'Ivoire
j'ai été facturé à 200f pour frais de réabonnement à canal plus. Pourquoi on n'a pas été informé au préalable que des frais s'appliquerait au paiement canal ?"
971,A quand les coopecs wave svp
972,#wave ci le premier transfert gratuit du mois concerne aussi le premier transfert du mois du compte wave vers le compte bancaire ?
973,"Wave Côte d'Ivoire
pardonnez je veux carte visa"
974,Nsia même c'est pas la peine...pfff
975,"Si j'étais femme j'allais donner un coup gratuit à Wave, wallaye vous êtes les meilleurs. Je suis fan jusqu'à je ne sais pas quoi faire.
Wave Côte d'Ivoire"
976,"Wave Côte d'Ivoire
Wave Côte d'Ivoire ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank ecobank"
977,Merci Wave côte d'ivoire mes svp n'oubliez notres cartes prépayée visa là
978,"Wave Côte d'Ivoire
j'attends toujours ma carte"
979,"Super
Wave Côte d'Ivoire
Guaranty Trust Bank - Côte D'Ivoire
mon combat oh"
980,"Franchement, la patience a une limite; la semaine prochaine je vais prendre une carte ailleurs en attendant l'activation de la vôtre.
J’en ai marre d’attendre je suis désolé
Wave Côte d'Ivoire"
981,"NSIA Banque Côte d'Ivoire
de parler oubien vous finissez 1 pain ?"
982,Il y a quoi avec NSIA même ? Ahhh
983,Super ce wave
984,Comment faire pour avoir sa carte Visa
985,À quand ma victoire avec GT BANK
986,"Bank Of Africa - Côte d’Ivoire
vous attendez quoi ?"
987,"Wave mon merci ne vas jamais fini
vous
Svp dit à votre CEO de se présenter à l’élection présidentielle je voterai pour lui"
988,Mettez SGBCI sur WAWe svp
989,Et SGBCI là
990,Quelle est l'avantage de la carte visa wave par rapport aux autres
991,Et Nsia banque?
992,À quand BOA? eeeh wave pardon.
993,"Wave Côte d'Ivoire
et ma carte visa ?"
994,"Wave Côte d'Ivoire
pardonnez dites aux taximan que 200 pièce et 200 sur wave c'est pareil"
995,"Wave Côte d'Ivoire
et NSIA BANQUE"
996,"Ecobank Côte d'Ivoire
c'est lent depuis là ont vous attend ?"
997,Wave et ma carte
998,On vous attend chez nsia.
999,"Je donne 3 mois à
NSIA Banque Côte d'Ivoire
pour suivre le chemin tracé par les autres banques sinon hummmmmmmmml!"
1000,On attend pour SGBCI avec beaucoup d'impatience
1001,"Wave Côte d'Ivoire
est-ce que
Société Générale Côte d’Ivoire
a djôh dans ton inbox même ??? On nous dit votre discussion est en cours depuis bientôt 24 mois"
1002,Carte visa
1003,Salut comment faire pour être distributeur wave en Côte d'Ivoire ?
1004,"Wave Côte d'Ivoire
affaire de carte Visa wave là c'est comment ? Depuis là rien dans mon applis, progressivement là devient comme l'arrivée de Jésus hinn"
1005,"Côté carte visa là, je suis pas dedans aussi ?"
1006,A quand pour Nsia
1007,"Wave avec vous, nous serons encore plus fidèles plus que jamais parce que grâce à vous ne sommes plus être en train d’être cueilli. Bref je suis en attente de ma carte visa."
1008,Bridge Bank Group Côte d'Ivoire
1009,Je veux m'inscrire
1010,"Wave Côte d'Ivoire
affaire de carte visa wave je voir pas pour moi alors que mon voisin en a goumin de ça j’arrive pas à manger"
1011,Le réseau wave n'es pas bon actuellement souvent ça passe et souvent ça ne passe pas. Je préfère orange toujours !!!
1012,"Wave ma carte bancaire ?
Epuis merci pour les différentes options dans le coffre wave ça me permet d’économiser mon argent de la la manière je veux"
1013,Affaire de carte visa là c'est comment ?
1014,"Wave Côte d'Ivoire
PARDONNEZ DONNER MA CARTE VISA AAAH"
1015,"NSIA BANQUE, NSIA BANQUE, NSIA BANQUE.
Wave Côte d'Ivoire
il faut voir ce cas"
1016,"C'est SGCI que j'attends sur
Wave Côte d'Ivoire
comme ça."
1017,Permettez moi d’être agent svp j'ai tous les réseaux sauf wave aidez-moi svp merci
1018,"Wawe Côte d ivoire svp , j attends ma carte visa."
1019,"Wave Côte d'Ivoire
merci 91eme niveau 2875f"
1020,Comment faire pour obtenir la carte visa?
1021,Wave côte d'ivoire ce mois de septembre est mon mois d'anniversaire (20 septembre ) j'ai un voeux et c'est de travailler pour vous je suis trop amoureuse de wave ci . J'ai plusieurs fois geré des points mobil monney wave . Je voulais postuler sur votre site mais J'ai pas licence ho c'est bac +1 J'ai. Merci de me lire .
1022,On attends pour SGBCI
1023,"Wave Côte d'Ivoire
c’est comment moi j’ai pas encore
de carte virtuelle ehhh"
1024,"Tu es super wave, on attend les autres banques (BOA SGB...)."
1025,Sib sib sib dib on a besoin de SIB bank eeeeehh
1026,Mais pourquoi SGBCI n'es pas sur votre application svp
1027,"Wave Côte d'Ivoire
Depuis là ma carte n'est pas encore sortie hyn ...
Kessia même ?? Hennn"
1028,Et bridge bank ?
1029,NSIA Banque côte d'ivoire Oooh vous attends quoi pour faire pareil
1030,Faites un effort pour ajouter la société générale Côte d'Ivoire.
1031,Vous attentez quoi pour NSIA ?
1032,"Wave Côte d'Ivoire
merci beaucoup pour le cadeau
d’hier
J’étais en galère, j’avais 2k sur mon compte et je suis allé à la pharmacie acheter un médicament et bimm je vois
Félicitations vous avez reçu un cadeau
.
Je rentre et je gratte je vois vous avez gagné 10k
Merci beaucoup"
1033,Et nsia
1034,Cmt faire pour télécharger le nouveau format épargne ?
1035,"Vieux père wave, la carte virtuelle va être disponible quand pour nous?"
1036,Wave trop fort
1037,Eeeh Sgbci quoi
1038,Il reste NSIA
1039,A quand pour la SGBCI
1040,SGBCI svp
1041,Svp diminuer les frais de l'abonnement canal+
1042,J'ai pas encore eu ma carte visa
1043,"Wave Côte d'Ivoire
laissez affaire de banque là a côté
Chaque 30 min je vérifie pour voir si Visa s affiche mais toujours kedal"
1044,"Wave wave wave je te vois venir
Les guichets automatiques risquent de disparaitre on dirait
Tchiéééééééé ça sera doux dêh"
1045,Es ce que je peux faire aussi ?
1046,"Wave Côte d'Ivoire
essayer d’ajouter GT-BANK aussi à vos banque ça va nous faciliter à nous les clients svp merci"
1047,Ont veux aussi entre wave Bank Of Afrca ( BOA)
