Unnamed: 0,comments,Service,clean_sentence,sentiment,cluster,nb_mots,x,y
1307,"Humm n'oubliez pas numéro orange Ho plus de 10ans heinn calé , jusqu'aujourd'hui",Orange Money,humm oublier numéro orange heinn calé,NEGATIVE,0,6,-0.08337983742146399,0.08222353729468851
1308,"Anicet Goprou
voici ton element",Orange Money,anicet goprou element,POSITIVE,0,3,-0.051871959412641014,-0.03167640228432689
1309,Les vieilles personnes quittés,Orange Money,vieux personne quitter,NEGATIVE,0,3,-0.05638672623994235,-0.037533766098396176
1310,Genre katiola ces pas ville aussi nnous ont tuer avec orange,Orange Money,genre katiola ville nnous tuer orange,NEGATIVE,3,6,-0.09250132394007005,0.11559838162921514
1311,Venez à Agnibilékrou aussi vous avez compris.,Orange Money,venez agnibilékrou avoir,NEGATIVE,0,3,-0.057567289649973305,-0.03273711686558082
1312,Viens me poser la question avec 201500fr hé Pardon,Orange Money,viens poser question pardon,NEGATIVE,0,4,-0.053442081502993455,-0.031676738923852144
1313,Wep faut croire hein.... Après nous avoir tant volé #ORANGE cherche à distraire,Orange Money,wep falloir croire hein volé orange cherch distraire,NEGATIVE,0,8,-0.0796324058448957,0.06776772457193565
1314,Merci infiniment excellente journée à toi,Orange Money,infiniment excellent journée,POSITIVE,0,3,-0.04954146093482251,-0.03206919106288076
1315,Loi j'ai pris du carburant et payé par wave biiim j'ai reçu 5000f chaud je wai wave tu es l'homme,Orange Money,loi prendre carburant payer wave biiim recevoir chaud wer wave homme,NEGATIVE,0,11,0.04575310046053295,-0.03968605894676876
1316,Ya quelque chose dans leur main qu'on voit pas mdrrr,Orange Money,chose main voir mdrrr,NEUTRAL,0,4,-0.05906745347713612,-0.040627089473815645
1317,Aïe mais vous êtes où ?,Orange Money,aïe être,NEUTRAL,0,2,-0.05881717562262999,-0.017393016593633362
1318,"Quand c'est ces genres de choses,on ne tombe jamais sur nous aussi hein. Mais c'est où on pose question pour te mettre dans difficultés dans pays là, voici micro trottoir sur nous maintenant",Orange Money,genre chose tombe jamais hein pose question mettre difficulté pays micro trottoir,NEGATIVE,0,12,-0.062225848809286784,-0.022797080104009777
1319,"Pour moi, le numéro 1 c'est Orange Money avec son service Orange Banque
.
Merci infiniment.",Orange Money,numéro orange money service orange banque infiniment,POSITIVE,3,7,-0.1416428398566361,0.3220165144935929
1320,Ceux la faut pas ils vont tomber sur moi un jour,Orange Money,faut tomber jour,NEGATIVE,0,3,-0.06011250177126969,-0.03122319014055039
1321,Venez faire ça ici à abobo on va tout prendre,Orange Money,venez faire ici abobo prendre,NEGATIVE,0,5,-0.06607793408249858,-0.044165356102856206
1322,Hummmm,Orange Money,hummmm,NEGATIVE,0,1,-0.05343086743089212,-0.033445208050937564
1323,En tout cas vous avez bien choisi le son c’est dohi talalé même,Orange Money,cas avoir bien choisir dohi talalé,NEUTRAL,0,6,-0.059512235211214494,-0.02873474724411663
1324,Ils ont tous oublié timbre 100 fr au dela de 5000 fr,Orange Money,oublier timbr dela,NEGATIVE,0,3,-0.048169732224263295,-0.037229235697950745
1325,Vous venez quand à Gagnoa ???,Orange Money,venir gagnoa,NEGATIVE,0,2,-0.054947402383289025,-0.03181061992287097
1326,Augmenter encore,Orange Money,augmenter,NEGATIVE,0,1,-0.05209377524546774,-0.030633072840372647
1327,"Yosso Edouard Ramses Yao
eeh mon frère tu as raté",Orange Money,yosso edouard ramses yao eeh frère rater,NEGATIVE,0,7,-0.055743220134743116,-0.03531111224600254
1328,« Non chacun sa grâce c’est matin »,Orange Money,non grâce matin,NEGATIVE,0,3,-0.05536881277640654,-0.0393613888804834
1329,Le taux de retrait est passé à 1% au Burkina Faso,Orange Money,taux retrait passer burkina faso,NEGATIVE,0,5,-0.05751959415382154,-0.031969412205652
1330,"Orange a voulu se jouer les mâtures, La Conspiration dit c'est foutaises.
#OrangeestLà",Orange Money,orange vouloir jouer mâture conspiration foutaiser orangeestlà,NEGATIVE,3,7,-0.10131793527819635,0.1257876185841243
1331,Orange Money vous venez quand aboisso plus précisément dans mon si beau village ayenouan ?,Orange Money,orange money venir aboisso précisément beau villag ayenouan,POSITIVE,3,8,-0.1372371155103279,0.2947718461753639
1332,"Orange Money
est entrain de faire son marketing, vous avez pris affaire de wave pour charger. Eeeeeeh
Attends que wave vienne faire pour lui aussi.",Orange Money,orange money entrain faire marketing avoir prendre affaire wave charger eeeeeeh attends wave venir faire,NEGATIVE,3,15,-0.023395742021800905,0.1414217947832559
1333,Mensonge,Orange Money,mensonge,NEGATIVE,0,1,-0.053736702508995315,-0.033690230461226926
1334,Alex je veux ma part de 5000 là aussi,Orange Money,alex vouloir part,NEGATIVE,0,3,-0.05533351523259874,-0.04051026960171256
1335,Y a des vieux là ils sont dans la multiplication d'argent,Orange Money,vieux multiplication argent,NEGATIVE,0,3,-0.0710354353050241,-0.02302704805359909
1336,Il reste 1000fc seulement dans sa poche hein,Orange Money,poche hein,NEUTRAL,0,2,-0.05192461542368564,-0.020513338798906235
1337,"Venez à Touba aussi, on vous attend ici",Orange Money,venez touba attendre ici,NEGATIVE,0,4,-0.049864405640435136,-0.04044731528496793
1338,Moi je vous attends à Bouaké posé moi question de 100000f Hein,Orange Money,attend bouaké poser question hein,NEGATIVE,0,5,-0.05078351694105119,-0.03298067307828964
1339,On vous trouve où ?,Orange Money,trouver,POSITIVE,0,1,-0.04951488644237543,-0.030688403857057497
1340,Alexandre hummm DC ta eu 5000fr,Orange Money,alexandre hummm,POSITIVE,0,2,-0.05434805075971623,-0.03418926737451884
1341,11010fr car l’état prélèvera 100 fR de timbre,Orange Money,état prélever timbre,POSITIVE,0,3,-0.06738086460252403,-0.038232890472274024
1342,Votre affaire de frais est trop,Orange Money,affaire frais trop,NEGATIVE,0,3,-0.05033099059979466,-0.04714968357946248
1343,"Merci à vous
Orange Money
jai la joie au cœur même si cest pas qui ait reçu la somme",Orange Money,orange money jer joie cœur cest recevoir somme,POSITIVE,3,8,-0.11565217285835182,0.23486766603815587
1345,On attend le tour de canal+,Orange Money,attendre tour,NEGATIVE,0,2,-0.046568522691980495,-0.035158624966790585
1346,Chacun a ça grace sais matin,Orange Money,grace savoir matin,POSITIVE,0,3,-0.05619130116251059,-0.0370344509168148
1347,Le vieux à besoin de 50000,Orange Money,vieux besoin,POSITIVE,0,2,-0.06082197364440752,-0.04411772160396465
1348,Vous prenez plus timbre 100frs pour les montants supérieurs à 5000frs,Orange Money,prendre timbre montant supérieur,NEUTRAL,0,4,-0.06277030888562,-0.034457539564573765
1349,Vous vrai ma motivation heee,Orange Money,vrai motivation heee,POSITIVE,0,3,-0.05637943678454178,-0.03576963001147074
1350,arrivé au tour du gar comme ils savent qu'il va gagné on diminue pour lui demander ko 5000f,Orange Money,arriver tour gar savoir gagner diminuer demander,NEUTRAL,0,7,-0.05447641399205268,-0.030542783229289796
1351,"m, importante quoi",Orange Money,important,POSITIVE,0,1,-0.053263555659685755,-0.032224489810678957
1352,100 fR de timbre là fhoum souvent ça fait mal mais c’est le gouvernement oh,Orange Money,timbre fhoum mal gouvernement,NEGATIVE,0,4,-0.06405075040959801,-0.03856878584682569
1353,"Quand c’est des wé cohan ils tombent jamais sur moi
Orange Money",Orange Money,cohan tomber jamais orange money,NEGATIVE,3,5,-0.15683950992752507,0.3586526155827774
1354,"Amusement à Part la question est dosée hin
alors que c’est simple .ps pour moi, c’était pour déduire les frais en même temps ￼",Orange Money,amusement part question doser hin simple déduire frais temps,NEUTRAL,0,9,-0.05807906403405917,-0.0311859210001744
1355,Affaire de payer 100f là puff ...,Orange Money,affaire payer puff,NEGATIVE,0,3,-0.04971382405440087,-0.03794011863105448
1356,Super félicitation à orange Côte d'Ivoire,Orange Money,super félicitation orange côte ivoire,POSITIVE,1,5,0.18662979699789953,0.22907918043224668
1357,Un grand soulagement,Orange Money,grand soulagement,POSITIVE,0,2,-0.05138385614233921,-0.03654137421817514
1358,Orange il y a pas réseau pour vous,Orange Money,orange réseau,POSITIVE,3,2,-0.11627144105325797,0.18175672179080438
1359,Je vous présente mes mécontentement les plus sincères on m'a débuté hier pour le rechargement cie pas encore reçu le code,Orange Money,présente mécontentement sincère débuter hier rechargement cie recevoir code,NEGATIVE,0,9,-0.049751392086847014,-0.03496570641613807
1360,Le Liberia fait-il parti de ces 40 pays?,Orange Money,liberia partir pays,NEGATIVE,0,3,-0.05878352644484322,-0.02899205011349706
1361,Amen seigneur je crois merci,Orange Money,amen seigneur croire,POSITIVE,0,3,-0.060472903023742,-0.03683584501590588
1362,Je confirme,Orange Money,confirmer,POSITIVE,0,1,-0.055605162847955386,-0.03294600727398101
1363,Orange votre application Max It là fatigue hein avec son histoire de vérité vôtre connexion même si ta 20gigas si c'est comme ça on veut notre ancienne application orange,Orange Money,orange application max fatigue hein histoire vérité connexion vouloir ancien application orange,POSITIVE,3,12,-0.10349774201195809,0.14029486433719499
1364,"Waouh, depuis plus de 40pays ? Alors Orange Money multiplie nos affaires !",Orange Money,waouh orange money multiplier affaire,NEGATIVE,3,5,-0.20605591099824466,0.5793466295352286
1365,"Orange Money
merci j'ai reçu ma part.",Orange Money,orange money recevoir part,POSITIVE,3,4,-0.13516181242606934,0.30388505811452426
1366,Orange money stp trompé vous un jour le pays es très chaud,Orange Money,orange money stp tromper jour pays chaud,NEUTRAL,3,7,-0.14053663314511106,0.2881590252167122
1367,"Moi je voudrais savoir pourquoi les bonus de jeudi sont arrêtés...? Merci
Orange Money",Orange Money,vouloir savoir bonus jeudi arrêter orange money,NEGATIVE,3,7,-0.13850874885196826,0.2869334246570852
1368,"Vous n'avez aucun respect pour vos client, au moins envoyer un message pour informer les clients avant de suspendre leurs comptes. J'ai identifié ma puce avec la pièce de mon père, on demande de venir avec celui qui a identifié mon compte pourtant il est incapable de se déplacer en ce moment, je fais comment",Orange Money,avoir aucun respect client envoyer message informer client suspendre compte identifier puce pièce père demande venir identifier compte pourtant incapable déplacer moment,NEGATIVE,0,22,-0.06297517901365253,-0.02126245411970244
1369,Forcé ça djô,Orange Money,forcé djö,POSITIVE,0,2,-0.05376357913204623,-0.03366013465327261
1370,"Orange Money
je n’est rien compris tout d’un coup mon compte est bloqué",Orange Money,orange money rien coup compte bloquer,NEGATIVE,3,6,-0.13371751434700682,0.29152113164867993
1372,Vous venez a peine de suspendre mon compte pourtant j'y étais pour la régularisation j'ai besoin d'assistance Orange,Orange Money,venir peine suspendre compte pourtant régularisation besoin assistance orange,NEGATIVE,0,9,-0.07785713925248931,0.05217515455412915
1373,"Bonjour Orange Money,
Depuis le mois dernier, après l'annonce des résultats du jeu, nous n'avons toujours pas reçu les dépôts prévus.",Orange Money,bonjour orange money mois dernier annonce résultat jeu recevoir dépôt prévoir,NEUTRAL,3,11,-0.10575872817571964,0.15733369609051032
1374,Pour nous n'a pas encore djô. Donc Orange est là,Orange Money,djô orange,POSITIVE,3,2,-0.20793243687098587,0.5479140321993093
1375,Nous voulons savoir à quand nous serons récompensé pour le Quiz du Mois de Mars.,Orange Money,vouloir savoir être récompenser quiz mois mars,NEGATIVE,0,7,-0.06082280475186711,-0.020961012899617396
1376,"Orange Money, êtes vous sérieux là ? Je dois me rendre à l'hôpital pour les soins d'un frère. Je tente de consulter mon solde, je reçois un message sous prétexte que mon compte est bloqué qu'il faille que je me rende en agence pour je ne sais quelle raison. Vous payez le transport des gens ? J'ai de l'argent sur le compte par respect vous auriez dû m'envoyer un message avant pour me prévenir de la suspension et les raisons... Si vous avez touché mes 5f encore sur OM c'est que vous m'avez gbasse tchrouuu vous vous foutez de la gueule des gens.",Orange Money,orange money être sérieux devoir hôpital soin frère consulter solde recevoir message prétexte compte bloquer falloir rendre agence savoir raison payer transport argent compte respect avoir envoyer message prévenir suspension raison avoir toucher avoir gbass tchrouuu foutre gueule,NEGATIVE,0,38,-0.09226319222304485,0.09523709421352007
1377,Moi je veux déplafonner mon compte je vous écrire en privé mais toujours pas de réponse de votre part,Orange Money,vouloir déplafonner compte écrir privé réponse part,NEGATIVE,0,7,-0.057933279557939386,-0.03152295165047651
1378,"Bonjour Orange Money,
Depuis le mois dernier, après l'annonce des résultats du jeu, nous n'avons toujours pas reçu les dépôts prévus.
Bonjour Orange Money,
Depuis le mois dernier, après l'annonce des résultats du jeu, nous n'avons toujours pas reçu les dépôts prévus.",Orange Money,bonjour orange money mois dernier annonce résultat jeu recevoir dépôt prévoir bonjour orange money mois dernier annonce résultat jeu recevoir dépôt prévoir,NEGATIVE,3,22,-0.10575872817571964,0.15733369609051032
1379,Jusque là personne n'a reçu sa récompense du jeu Quiz du 08 Mars passé. Orange money ya t-il un soucis ?,Orange Money,recevoir récompense jeu quiz mars passer orange money souci,NEGATIVE,3,9,-0.12374182569357992,0.22227449526086898
1380,"Orange Money
y, les résultats de la chasse au trésor sont pour quand svp?",Orange Money,orange money résultat chasse trésor svp,NEGATIVE,3,6,-0.12446872639807388,0.2393347976402934
1381,"Compte où il n'y a rien là,on va faire transfert comment ? ""Ko"" mode Agni",Orange Money,compte rien faire transfert mode agni,POSITIVE,0,6,-0.06092429141240823,-0.0298468599678752
1382,Suspension de compte sans raison et vous rigolez ici,Orange Money,suspension compte raison rigoler ici,NEUTRAL,0,5,-0.06057912607497136,-0.030033000527955808
1383,"Orange Money
maudiaaa va sortir dans commentaires hein",Orange Money,orange money maudiaaa sortir commentaire hein,NEGATIVE,3,6,-0.14823010121416028,0.34588244039360566
1384,Ahhhh 454 mon combat hin,Orange Money,ahhhh combat hin,NEUTRAL,0,3,-0.050777384504858185,-0.031095677361133833
1385,Vraiment hein,Orange Money,vraiment hein,POSITIVE,0,2,-0.04818050884587717,-0.01695205929645101
1386,HAIDARA cause avec ta Grande sœur hein,Orange Money,haidarer caus grand sœur hein,POSITIVE,0,5,-0.050758498923595734,-0.02622734976664576
1387,Gagaaaa nous les avions besoin aussi du 454,Orange Money,gagaaaa avion besoin,NEGATIVE,0,3,-0.05430734160285686,-0.03891063249041854
1388,La Braise,Orange Money,braise,NEGATIVE,0,1,-0.0553092851338193,-0.03495519697303135
1389,"Braising Girl
bonjour madame une pensée pour une maman sptive des vivres svp",Orange Money,braising girl bonjour monsieur pensée maman sptiv vivre svp,POSITIVE,0,9,-0.05372961989591283,-0.0363551551185615
1390,Waiiiih la braise aiiiie un peu hypocrite comment co on sait que ça va pas durer hummmm,Orange Money,waiiiih braise aiiiie hypocrite durer hummmm,NEGATIVE,0,6,-0.054864581973750735,-0.03575376917595716
1391,La braiiiiiiiiissssse toujours,Orange Money,braiiiiiiiiissssse,NEUTRAL,0,1,-0.051871959412641014,-0.03167640228432689
1392,Ma fille sous bénie je suis mère de 58 ans votre émission m'intéresse bcp soyiez bénis,Orange Money,fille bénir mère émission intéresser bcp soyiez bénir,POSITIVE,0,8,-0.05330505037374795,-0.03504359404761573
1393,Moi ce sont tes boucles d’oreilles qui me retiennent ici.,Orange Money,boucle oreille retenir ici,POSITIVE,0,4,-0.05632271427147638,-0.03622461451012255
1394,Bon conseil ma tata brasing,Orange Money,bon conseil tata brasing,POSITIVE,0,4,-0.05911794359354115,-0.038032552879013984
1395,Raison pour laquelle tu es marié là thruuuuuuuuuuuuuu,Orange Money,raison marier thruuuuuuuuuuuuuu,NEGATIVE,0,3,-0.05435158359291405,-0.03318582394807463
1396,"Tu n'es pas mon genre genre pas Fini
elle est assis dans foyer de sa petite sœur STP je veux l'argent pour payer savons pour me laver",Orange Money,genre genre fini asseoir foyer petit sœur stp vouloir argent payer savoir laver,NEUTRAL,0,13,-0.05819951688332218,-0.028344591835251627
1397,"Si le doigt ne te satisfait pas, écarte bien et met la langue
C'est comme ça qu'on déguste le yaourt en boîte",Orange Money,doigt satisfaire écarter bien mettre langue déguster yaourt boîte,POSITIVE,0,9,-0.05812303104881661,-0.02704141044758538
1398,Inès trop courte aussi,Orange Money,inè trop court,NEGATIVE,0,3,-0.051756439499556585,-0.03779949089931354
1399,"Braising Girl
qui fait le nettoyage chez toi ???
Moi aussi j'ai besoin de manger et de goûter ton argent.
Je viens nettoyer quand ???
0717060845???",Orange Money,braising girl nettoyage besoin manger goûter argent venir nettoyer,NEGATIVE,0,9,-0.061531177458603044,-0.03103013508150084
1400,"Avec +454 la vie change
Avec +454 , se rapprocher de l’essentiel",Orange Money,vie change rapprocher essentiel,POSITIVE,0,4,-0.053439991904248973,-0.02800883583565599
1401,Vérité ma soeur,Orange Money,vérité soeur,POSITIVE,0,2,-0.05473792837347699,-0.033432779473132855
1402,Mais pourquoi vous devez être forcément hypocrite même les femmes quant il s'agit des hommes !!!,Orange Money,devoir forcément hypocrite femme agir homme,NEGATIVE,0,6,-0.05652009729208614,-0.03572913186478531
1403,"Bonsoir ma belle chérie
TU vas bien merci bon samedi
je suis jackis merci",Orange Money,bonsoir bel chéri bien bon samedi jackis,POSITIVE,0,7,-0.05830696480920072,-0.03674931115529344
1404,La braise fallait faire la pub de wave. Orange avec leur 100f on doit donner pour retirer son argent là m'a fait ne plus l'utiliser,Orange Money,braise falloir faire pub wave orange donner retirer argent utiliser,NEGATIVE,0,10,-0.029988319941975244,0.04794089613971121
1405,Ex que conseil ça là c’est pas de l’anarque,Orange Money,conseil anarqu,POSITIVE,0,2,-0.05579437816218852,-0.035989416839811966
1406,Jai aimé le 454,Orange Money,jai aimer,POSITIVE,0,2,-0.05238754499437006,-0.030355656529479996
1407,"Orange
qu'est-ce qui est concret le dôhi?",Orange Money,orange concret dôhi,NEUTRAL,3,3,-0.09822039528947156,0.13162561250188026
1408,"La mère, j'espère que Abou sera au debrief ce soir. Malgré qu'il n'a pas matché",Orange Money,mère espérer abou debrief soir matcher,POSITIVE,0,6,-0.053088875655799575,-0.03432541327504057
1409,belle soeur gouvernementale,Orange Money,bel soeur gouvernemental,POSITIVE,0,3,-0.05584155224721249,-0.03689685060472265
1410,"Je maîtrise trop affaire de remboursement la
Tchiii je paye quelque chose pour toi
Tu vas penser que c’est mon propre argent mais le lendemain ce qui vas suivre là laisse tomber papa",Orange Money,maîtrise trop affaire remboursement tchiii payer chose penser propre argent lendemain laisse tomber papa,NEGATIVE,0,14,-0.058301116866253125,-0.034758210692117666
1411,TCHIAAAAA!!!!,Orange Money,tchiaaaaa,NEGATIVE,0,1,-0.051871959412641014,-0.03167640228432689
1413,Il faut parfois être hypocrite c'est la partie là qui me tue,Orange Money,falloir hypocrite partie taire,NEGATIVE,0,4,-0.05358415549373971,-0.03233394951702388
1414,454 c'est la base hein,Orange Money,base hein,POSITIVE,0,2,-0.04869023743199521,-0.005322662224778578
1415,Manciii,Orange Money,manciii,NEUTRAL,0,1,-0.053224553762703235,-0.03306012177759674
1416,Est-ce que toi même là tu es fière de ce que tu viens de dit là,Orange Money,fier vien,POSITIVE,0,2,-0.051460782000013874,-0.033073186117544597
1417,"Braising Girl
comment appeler pendant l'émission si ont dans un autre pays",Orange Money,braising girl appeler émission pays,POSITIVE,0,5,-0.05742778533106026,-0.029408570158055723
1418,On peut faire ça ?,Orange Money,faire,POSITIVE,0,1,-0.061360430013268255,-0.047943502920964214
1419,"454 c'est code de prêt ,j'ai lue entre les lignes",Orange Money,code prêt lire ligne,POSITIVE,0,4,-0.05011950096694729,-0.033215630606893046
1420,"Braising Girl
ça c’est malhoya vrai vrai mm",Orange Money,braising girl malhoya vrai vrai,NEGATIVE,0,5,-0.05741762524087881,-0.036299349736838245
1421,orr j‘aime trop cette tata,Orange Money,orr trop tata,NEGATIVE,0,3,-0.05326666914790969,-0.04151997552716123
1422,Tu maîtrises pub,Orange Money,maîtrise pub,POSITIVE,0,2,-0.054267044670866516,-0.034897265148099994
1423,Affaire de remboursement là j’ai secret de sa je paye un cadeau tu rembourse en double sans le savoir,Orange Money,affaire remboursement secret payer cadeau rembourse double savoir,NEGATIVE,0,8,-0.04605845610562506,-0.035886700637907686
1424,Salut tata braising je t'aime bouaucouq,Orange Money,salut tata braising aimer bouaucouq,POSITIVE,0,5,-0.0563592059412132,-0.037056752961798535
1425,Bonjour Inès Aidara!,Orange Money,bonjour inès aidara,NEUTRAL,0,3,-0.05165399261613925,-0.020289681479344533
1426,Crédit pour faire cadeau! Tu es sérieuse là ?,Orange Money,crédit faire cadeau sérieux,POSITIVE,0,4,-0.04875895347524845,-0.03809577471541755
1427,La dame me plaît bcp,Orange Money,dame plaire bcp,POSITIVE,0,3,-0.05264186762024919,-0.03248368563936529
1428,454 là c’est quoi tata,Orange Money,tater,NEGATIVE,0,1,-0.051871959412641014,-0.03167640228432689
1429,La marmaille,Orange Money,marmaille,NEUTRAL,0,1,-0.051871959412641014,-0.03167640228432689
1430,"Tu donnes vraiment
elle du conseil mais j'espère que vous pratiquez ça",Orange Money,donne vraiment conseil espérer pratiquer,POSITIVE,0,5,-0.05293265790150381,-0.03581016379976775
1431,Tu as tué,Orange Money,tuer,NEGATIVE,0,1,-0.052215329953363435,-0.030583526994358488
1432,"Ma voisine à le secret de ça .. elle est enceinte
et va au rendez-vous chaque semaine
avant-hier son mari lui demande j'espère qu'il n'y a pas de problème sur la grossesse,, elle non pas de problème mais comme c'est très gros juste pr vérifiée
elle prend 12000 chaque semaine pr le rendez-vous",Orange Money,voisin secret enceint semaine mari demande espérer problème grossesse non problème gros vérifier prendre semaine,POSITIVE,0,15,-0.060504147090078314,-0.022635899262337923
1433,"C'est quelle histoire de crédit pour faire cadeau ! C'est forcé de donner cadeau si on n'a pas les moyens ??? Je comprends que tu veux faire Pub pour renflouer ta poche, mais sachons raison garder et éviter de pousser les gens à s'endetter inutilement",Orange Money,histoire crédit faire cadeau forcer donner cadeau moyen comprendre veux faire pub renflouer poche sachon raison garder éviter pousser endetter inutilement,NEGATIVE,0,21,-0.05064652479431796,-0.037185518515308144
1434,454 on voit pas et ils veulent pas qu'on se fâche aussi,Orange Money,voir vouloir fâcher,NEGATIVE,0,3,-0.051893542729327204,-0.038189631762997805
1435,"Crédit pour faire cadeau
attend qui va payer ça",Orange Money,crédit faire cadeau attendre payer,NEGATIVE,0,5,-0.044249320276392765,-0.03698761335244972
1436,Viens vers moi je veut prendre toutes tes boissons en charge,Orange Money,viens vouloir prendre boisson charge,NEUTRAL,0,5,-0.057851311091872436,-0.03842042231160751
1437,Restées concentrées...la fille ci,Orange Money,restée concentrer fille,NEUTRAL,0,3,-0.054181588928262046,-0.02985524324210664
1438,"La BRAISE prend deux bouteilles de ""Veuve CLICQUOTE"" là bas je viens gérer",Orange Money,braise prendre bouteille veuve clicquot venir gérer,NEGATIVE,0,7,-0.05952790347381542,-0.032802216313240574
1439,Tu me fatigues avec toi,Orange Money,fatiguer,NEUTRAL,0,1,-0.045900045499610805,-0.029148924062496896
1440,Ma Star préférée,Orange Money,star préférer,POSITIVE,0,2,-0.05484637454816146,-0.0346591119842571
1441,Gros nez,Orange Money,gros nez,NEGATIVE,0,2,-0.05287419398715463,-0.033936662255534794
1442,+454 le munero que j aime le plus ds ma vie,Orange Money,munero aimer vie,POSITIVE,0,3,-0.053100991758137754,-0.028007908486464846
1443,C est les paires de lunettes qui me retiennent ici,Orange Money,paire lunette retenir ici,POSITIVE,0,4,-0.05717323884247487,-0.03637611839647497
1444,Ne par dormi fâcher là ce n’est pa facile deh souvent même fai violence sur toi meme pour fai le premier par faut voi malin du gar avec foutesse en bas,Orange Money,dormir fâcher facile deh fai violence fai faut voi malin gar foutesse,NEGATIVE,0,12,-0.05433962442170465,-0.03695533949012561
1445,C'est pas sérieux ça,Orange Money,sérieux,POSITIVE,0,1,-0.05464864640585367,-0.034126828619542346
1446,La braise sait faire la publicité oh,Orange Money,braise faire publicité,NEGATIVE,0,3,-0.0580964294446884,-0.040387916272383244
1447,"Tu as fondu un peu heinn ""la braise "" !!!",Orange Money,fondre heinn braise,NEGATIVE,0,3,-0.05577061004866267,-0.033181526451115
1448,"En matière de placement de produit
Braising Girl
est la meilleure elle trop créative sans le dire elle fait la pub gravvvvve félicitations",Orange Money,matière placement produit braising girl meilleur trop créatif pub gravvvvv félicitation,POSITIVE,0,11,-0.0553089501456331,-0.026124665367202555
1449,YE VAIS ALLER PRENDRE CREDIT POUR FAIRE KDO ....TCHIEEEE VIELLE MERE,Orange Money,aller prendre credit faire kdo tchieeee vielle mer,NEGATIVE,0,8,-0.05838274408878493,-0.03821681248729201
1450,"Moi j'aime ta manière de parler et de faire mm en gros... tu est sympathique, mais ont peut jamais vous voir facilement aussi pour s'inspirer de vous et prendre des conseils...",Orange Money,aimer manière faire gros sympathique jamais voir facilemer inspirer prendre conseil,POSITIVE,0,11,-0.06508749339179193,-0.03481535523693322
1451,Humm,Orange Money,humm,NEGATIVE,0,1,-0.05414961693908152,-0.029865235719697448
1452,"Patriote restons serein
Ces dieu ki fait notre palabre
Viande ki à duré dans congélateur tu peux jamais mangé sa un coup....",Orange Money,patriote reston serein dieu palabre viande durer congélateur jamais manger coup,NEGATIVE,0,11,-0.05755797426665623,-0.025519178694470086
1453,Souvent il faut être un peu hypocrite on sait ce que ça ne va pas duré,Orange Money,falloir hypocrite durer,NEGATIVE,0,3,-0.052283370176560075,-0.031790097179283924
1454,"Le bonheur avec +454
Yé peux jahiiinn être fâché",Orange Money,bonheur jahiiinn fâcher,POSITIVE,0,3,-0.046620740423208094,-0.03242299387380695
1455,Joli lunettes,Orange Money,joli lunette,POSITIVE,0,2,-0.05394483992875747,-0.03343160306818234
1456,Conseil ça là honhon,Orange Money,conseil honhon,POSITIVE,0,2,-0.05579437816218852,-0.035989416839811966
1457,Jamais concentré,Orange Money,jamais concentré,NEGATIVE,0,2,-0.06263685963331213,-0.018276711431482788
1458,"Le cri du peuple
Le peuple ivoirien souffre, la misère enchaîne nos jours,
Pendant qu'en haut, ils festoient, s'achètent des villas et de beaux tours.
Plus de 150 millions pour une voiture, une maison,
Pendant que le peuple s'épuise sous le poids des saisons.
Les rues crient famine, mais ils n'entendent que le bruit des moteurs,
Leurs copines dorment dans le luxe pendant qu'on vit nos peurs.
Nos écoles manquent de tables, nos hôpitaux manquent de soins,
Mais eux trinquent au champagne en méprisant nos destins.
Ils en foutent de nos cris, de nos pleurs, de nos rêves,
Nous, on survit, eux, ils volent, sans honte, sans trêve.
Les marchés sont vides, les assiettes sont sèches,
Pendant qu'ils se gavent, notre faim se fait vengeresse.
Mais un jour, la voix du peuple sera plus forte que l'or,
Plus forte que leurs mensonges, plus forte que leurs décors.
Car l'injustice est un feu qui finit par exploser,
Et ce jour-là, c'est eux qui auront peur de régner
N'oubliez pas de vous abonnez",Orange Money,cri peuple peuple ivoirien souffrir misère enchaîner jour haut festoyer acheter villa beal tour million voiture maison peuple épuiser poids saison rue crier famine entendre bruit moteur copine dormir luxe voir peur école manquer table hôpital manquer soin trinquer champagne mépriser destin foutent cri pleur rêve survivre voler honte trêve marché vide assiette sec gaver faim vengeur jour voix peuple fort fort mensonge fort décor injustice feu finir exploser jour peur régner oublier abonner,NEGATIVE,0,74,-0.06115039631015967,-0.03575416263072042
1459,"Braising Girl
moi même je suis fan de toi depuis longtemps",Orange Money,braising girl fan,POSITIVE,0,3,-0.05350839254678161,-0.03260153746157564
1460,Jolie femme,Orange Money,jolie femm,POSITIVE,0,2,-0.051812150807330606,-0.032147184471966475
1461,Et puis crédit là c'est moi qui vais rembourser après ?,Orange Money,crédit rembourser,NEGATIVE,0,2,-0.052864486848431945,-0.029130729823200762
1462,Effectivement,Orange Money,effectivement,POSITIVE,0,1,-0.053275075465517796,-0.03329972599811982
1463,"Voilà conseil
Ramatou Delaure Epse Coulibaly",Orange Money,conseil ramatou delaure epse coulibaly,NEUTRAL,0,5,-0.05652366668503162,-0.03550812208782977
1464,Soro Rose Margueritte,Orange Money,soro rose margueritte,NEUTRAL,0,3,-0.052398819329364237,-0.028711513523966396
1465,mdr,Orange Money,mdr,NEUTRAL,0,1,-0.05302753660138074,-0.03296869171404879
